Région,Localisation,Type de bien,Nature,Superficie,Salles de bains,Chambres,Prix
Nabeul,Nabeul,Appartement,À Vendre,200.0,2.0,2.0,350000.0
Tunis,Tunis,villa,À Vendre,1100.0,6.0,5.0,722030.1529227654
Gabès,Gabs,Maison,À Louer,120.0,1.0,3.0,73354.26816073662
Sousse,Sousse,Maison,,189.0,1.0,4.0,384010.9883888331
Jendouba,Jendouba,villa,À Vendre,402.0,1.0,4.0,960000.0
Ariana,Ariana,villa,À Vendre,400.0,2.0,4.0,860000.0
Nabeul,Nabeul,Maison,À Vendre,350.0,2.0,4.0,397512.29867207
Monastir,Monastir,Appartement,À Vendre,160.0,2.0,3.0,280000.0
Tunis,Tunis,villa,À Vendre,228.0,3.0,4.0,600000.0
Tunis,Tunis,Appartement,À Vendre,430.0,3.0,5.0,880000.0
Tunis,Tunis,Appartement,À Vendre,105.0,2.0,2.0,650000.0
Ariana,Ariana,villa,À Vendre,480.0,2.0,4.0,694809.348447198
Tunis,Tunis,villa,À Vendre,650.0,2.0,5.0,850000.0
Sfax,Sfax,villa,À Vendre,402.0,2.0,4.0,360000.0
La Manouba,La_Manouba,villa,À Vendre,499.0,1.0,4.0,574181.6211600836
Ariana,Ariana,Maison,À Vendre,150.0,1.0,4.0,357658.77052860026
Ben Arous,Ben_Arous,villa,À Vendre,600.0,2.0,4.0,950000.0
Gabès,Gabs,Maison,À Vendre,116.0,1.0,2.0,35752.43984579336
Ariana,Ariana,Maison,À Vendre,103.0,1.0,3.0,195000.0
Sousse,Sousse,villa,À Vendre,237.0,1.0,2.0,645841.8720758926
Ariana,Ariana,villa,À Vendre,402.0,2.0,3.0,657194.6714582578
Nabeul,Nabeul,Appartement,À Vendre,133.0,2.0,3.0,110000.0
Sfax,Sfax,villa,À Vendre,400.0,2.0,4.0,530000.0
Ariana,Ariana,Maison,,189.0,1.0,4.0,357665.542127058
Tunis,Tunis,villa,À Vendre,235.0,3.0,4.0,900000.0
Sousse,Sousse,Maison,À Vendre,492.0,3.0,3.0,900000.0
Ariana,Ariana,villa,À Vendre,750.0,4.0,5.0,1100000.0
Ben Arous,Ben_Arous,villa,À Vendre,550.0,3.0,6.0,1200000.0
Médenine,Mdenine,Maison,À Vendre,600.0,5.0,10.0,421108.99737867876
Médenine,Mdenine,villa,À Vendre,395.0,2.0,3.0,494684.8951858528
Médenine,Mdenine,villa,À Vendre,422.0,1.0,3.0,494621.12043383706
La Manouba,La_Manouba,villa,À Vendre,400.0,3.0,5.0,611902.4910733036
Sousse,Sousse,villa,À Vendre,387.0,2.0,4.0,650000.0
Le Kef,Le_Kef,Maison,À Vendre,235.0,2.0,3.0,72268.889563945
Ben Arous,Ben_Arous,Appartement,À Vendre,90.0,1.0,2.0,294765.4904498258
Nabeul,Nabeul,Maison,À Vendre,148.0,1.0,4.0,397408.7624829558
Le Kef,Le_Kef,Maison,À Vendre,264.0,1.0,4.0,155000.0
Ariana,Ariana,villa,À Vendre,240.0,1.0,3.0,657098.0804983312
Monastir,Monastir,villa,À Vendre,1020.0,5.0,8.0,123456.0
Tunis,Tunis,Maison,À Vendre,165.0,1.0,4.0,346899.5434938128
Ben Arous,Ben_Arous,Appartement,À Vendre,230.0,2.0,4.0,370060.5291177485
Nabeul,Nabeul,villa,À Vendre,402.0,3.0,4.0,734614.6072478148
Tunis,Tunis,villa,À Vendre,760.0,4.0,4.0,684233.0591192124
Sfax,Sfax,villa,À Vendre,820.0,1.0,4.0,549999.0
Tunis,Tunis,Maison,À Vendre,100.0,3.0,10.0,572631.985811965
Bizerte,Bizerte,villa,À Vendre,243.0,2.0,2.0,350000.0
Tunis,Tunis,Villa,À Vendre,888.0,3.0,7.0,676286.246480904
Sousse,Sousse,villa,À Vendre,252.0,2.0,3.0,683514.0731105797
Sousse,Sousse,villa,À Vendre,580.0,1.0,2.0,850000.0
Monastir,Monastir,villa,À Vendre,750.0,2.0,5.0,470842.13900116965
Sousse,Sousse,villa,À Vendre,525.0,2.0,4.0,721162.6080918091
Sousse,Sousse,villa,À Vendre,483.0,4.0,3.0,683691.1073725722
Sousse,Sousse,villa,À Vendre,777.0,2.0,4.0,721206.3630356903
La Manouba,La_Manouba,villa,À Vendre,542.0,2.0,4.0,574257.5500631775
Ben Arous,Ben_Arous,villa,À Vendre,350.0,2.0,4.0,611619.3429282901
Ben Arous,Ben_Arous,Maison,À Vendre,110.0,1.0,2.0,199282.1241913151
Ariana,Ariana,Maison,À Vendre,542.0,1.0,3.0,320125.6999826132
Nabeul,Nabeul,villa,À Vendre,170.0,1.0,3.0,180000.0
Gabès,Gabs,Maison,À Vendre,506.0,1.0,3.0,250000.0
Tunis,Tunis,villa,À Vendre,454.0,2.0,4.0,1080000.0
Nabeul,Nabeul,villa,À Louer,600.0,3.0,2.0,750000.0
Ariana,Ariana,villa,À Vendre,740.0,1.0,3.0,657184.8958631749
Ariana,Ariana,villa,À Vendre,500.0,3.0,5.0,1250000.0
Tunis,Tunis,villa,À Vendre,114.0,1.0,2.0,325000.0
Ariana,Ariana,Maison,À Vendre,189.0,1.0,3.0,299999.0
Ben Arous,Ben_Arous,villa,À Vendre,340.0,2.0,3.0,574016.4728289687
La Manouba,La_Manouba,Maison,,189.0,2.0,4.0,237171.4414195141
Nabeul,Nabeul,villa,À Vendre,134.0,3.0,4.0,150000.0
Sousse,Sousse,villa,À Vendre,385.0,3.0,6.0,900000.0
Kairouan,Kairouan,Maison,À Vendre,214.0,1.0,3.0,350000.0
Sousse,Sousse,Appartement,À Vendre,297.0,1.0,4.0,424000.0
Sousse,Sousse,Maison,À Vendre,189.0,2.0,4.0,650000.0
Sfax,Sfax,Maison,À Louer,90.0,2.0,4.0,267059.76683602
Ben Arous,Ben_Arous,Maison,À Vendre,100.0,1.0,2.0,165000.0
Tunis,Tunis,villa,À Vendre,299.0,2.0,5.0,520000.0
Zaghouan,Zaghouan,Villa,À Vendre,170.0,2.0,5.0,390000.0
Zaghouan,Zaghouan,villa,À Vendre,150.0,1.0,3.0,220000.0
Ariana,Ariana,villa,À Vendre,500.0,5.0,4.0,1150000.0
Tunis,Tunis,villa,À Vendre,142.0,2.0,3.0,646387.6959728063
Sousse,Sousse,villa,À Vendre,378.0,2.0,5.0,758738.2181665695
Sfax,Sfax,Maison,À Vendre,1347.0,1.0,4.0,267209.55788152
La Manouba,La_Manouba,villa,À Vendre,134.0,1.0,5.0,160000.0
Ben Arous,Ben_Arous,villa,À Vendre,700.0,3.0,5.0,649349.7102574226
Tunis,Tunis,Appartement,À Vendre,100.0,2.0,1.0,250000.0
La Manouba,La_Manouba,villa,À Vendre,500.0,2.0,3.0,520000.0
Sousse,Sousse,villa,À Vendre,500.0,3.0,4.0,721226.7301052841
Ben Arous,Ben_Arous,villa,sale,402.0,2.0,4.0,680000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,100.0,2.0,4.0,155000.0
Nabeul,Nabeul,Maison,À Vendre,189.0,2.0,3.0,260000.0
Médenine,Mdenine,villa,À Vendre,253.0,2.0,4.0,240000.0
Ariana,Ariana,Maison,À Vendre,100.0,2.0,3.0,320117.4179818086
Ben Arous,Ben_Arous,Villa,À Vendre,508.0,4.0,9.0,1200000.0
La Manouba,La_Manouba,villa,À Vendre,1000.0,2.0,4.0,580000.0
Tunis,Tunis,Maison,À Vendre,110.0,1.0,2.0,271687.72621963086
Sousse,Sousse,Maison,À Vendre,155.0,1.0,3.0,350000.0
Sousse,Sousse,Maison,À Vendre,184.0,1.0,4.0,384010.1202351847
Tunis,Tunis,villa,À Vendre,563.0,2.0,4.0,1250000.0
Tunis,Tunis,villa,À Vendre,622.0,4.0,8.0,834613.6332466137
Sousse,Sousse,Maison,À Vendre,106.0,1.0,4.0,298000.0
Ariana,Ariana,villa,À Vendre,133.0,2.0,3.0,657147.964791972
Ariana,Ariana,villa,À Vendre,750.0,1.0,4.0,1250000.0
Ben Arous,Ben_Arous,villa,À Vendre,210.0,2.0,3.0,400000.0
Ariana,Ariana,Maison,À Vendre,250.0,1.0,2.0,285000.0
Tunis,Tunis,villa,À Vendre,425.0,3.0,6.0,759308.6976270988
Tunis,Tunis,villa,À Vendre,205.0,2.0,3.0,600000.0
La Manouba,La_Manouba,villa,À Vendre,150.0,1.0,4.0,300000.0
Mahdia,Mahdia,villa,À Vendre,246.0,2.0,6.0,550000.0
Tunis,Tunis,Villa,À Vendre,205.0,2.0,5.0,600896.926326761
Tunis,Tunis,Appartement,À Vendre,125.0,1.0,2.0,375000.0
Nabeul,Nabeul,villa,À Vendre,402.0,3.0,3.0,750000.0
Sousse,Sousse,villa,À Vendre,500.0,1.0,3.0,683488.670749825
Ariana,Ariana,villa,À Vendre,370.0,2.0,3.0,657189.1152749079
Nabeul,Nabeul,villa,À Vendre,280.0,2.0,5.0,772126.0953091001
Nabeul,Nabeul,villa,À Vendre,850.0,1.0,3.0,900000.0
Ben Arous,Ben_Arous,villa,À Vendre,566.0,2.0,3.0,574055.713373878
Nabeul,Nabeul,Appartement,À Vendre,420.0,1.0,2.0,330000.0
Ariana,Ariana,Maison,À Vendre,520.0,1.0,4.0,1111111.0
Sfax,Sfax,Appartement,À Louer,160.0,1.0,2.0,800000.0
Sfax,Sfax,Appartement,À Vendre,1000.0,1.0,4.0,362636.1468914229
Jendouba,Jendouba,Maison,À Vendre,92.0,1.0,3.0,88000.0
Sousse,Sousse,Maison,À Vendre,200.0,2.0,7.0,430000.0
La Manouba,La_Manouba,Maison,À Vendre,103.0,2.0,6.0,200000.0
Tunis,Tunis,Maison,À Vendre,189.0,3.0,4.0,200000.0
Nabeul,Nabeul,villa,À Vendre,200.0,5.0,4.0,590000.0
Sousse,Sousse,Maison,À Vendre,150.0,1.0,2.0,130000.0
Sidi Bouzid,Sidi_Bouzid,Maison,À Vendre,300.0,1.0,3.0,120000.0
La Manouba,La_Manouba,villa,À Vendre,252.0,2.0,3.0,285000.0
Nabeul,Nabeul,villa,À Vendre,405.0,2.0,5.0,850000.0
Nabeul,Nabeul,villa,À Vendre,500.0,3.0,4.0,1200000.0
Ariana,Ariana,Villa,À Vendre,270.0,4.0,7.0,450000.0
Sousse,Sousse,Maison,À Vendre,246.0,1.0,3.0,172000.0
Ben Arous,Ben_Arous,Maison,À Vendre,140.0,1.0,2.0,280000.0
Ben Arous,Ben_Arous,Maison,À Vendre,580.0,1.0,3.0,236964.8644262928
Tunis,Tunis,Appartement,À Vendre,444.0,2.0,3.0,380000.0
Sousse,Sousse,villa,À Vendre,492.0,2.0,4.0,850000.0
Sousse,Sousse,villa,À Vendre,250.0,2.0,4.0,980000.0
Ariana,Ariana,villa,À Vendre,834.0,4.0,6.0,770210.0068729911
Nabeul,Nabeul,Maison,À Vendre,500.0,1.0,4.0,397469.8804998059
Ben Arous,Ben_Arous,villa,À Vendre,402.0,2.0,4.0,580000.0
La Manouba,La_Manouba,Villa,À Vendre,400.0,4.0,6.0,528868.1116809808
Ben Arous,Ben_Arous,villa,À Vendre,200.0,2.0,4.0,750000.0
Nabeul,Nabeul,villa,À Vendre,240.0,3.0,4.0,630000.0
Nabeul,Nabeul,villa,À Vendre,218.0,2.0,4.0,460000.0
Nabeul,Nabeul,Maison,À Vendre,143.0,2.0,3.0,160000.0
Tunis,Tunis,villa,À Vendre,470.0,2.0,8.0,520000.0
Gafsa,Gafsa,villa,À Vendre,444.0,1.0,4.0,500000.0
Ariana,Ariana,villa,À Vendre,400.0,1.0,5.0,732328.1289991303
Ariana,Ariana,villa,À Vendre,850.0,6.0,6.0,770349.7105281006
Tunis,Tunis,Appartement,À Vendre,200.0,2.0,3.0,900000.0
Tunis,Tunis,Villa,À Vendre,270.0,2.0,6.0,1160000.0
Tunis,Tunis,Maison,À Vendre,400.0,1.0,2.0,800000.0
Ariana,Ariana,Maison,À Vendre,400.0,1.0,5.0,395303.3120030467
La Manouba,La_Manouba,Maison,À Vendre,140.0,2.0,3.0,210000.0
Sousse,Sousse,Maison,À Vendre,180.0,1.0,3.0,230000.0
Sousse,Sousse,Maison,À Vendre,150.0,2.0,4.0,150000.0
Sousse,Sousse,Appartement,À Vendre,120.0,2.0,3.0,500000.0
Tunis,Tunis,villa,À Vendre,450.0,2.0,6.0,750000.0
Sousse,Sousse,Maison,À Vendre,155.0,2.0,2.0,225000.0
Sousse,Sousse,villa,À Vendre,446.0,2.0,2.0,560000.0
Sousse,Sousse,villa,À Vendre,210.0,1.0,1.0,608236.0502541666
Sousse,Sousse,Appartement,À Vendre,320.0,2.0,3.0,441987.90187721944
Ben Arous,Ben_Arous,Villa,À Vendre,305.0,2.0,6.0,450000.0
Tunis,Tunis,villa,À Vendre,540.0,4.0,8.0,834599.3955267793
Sousse,Sousse,Appartement,À Vendre,400.0,1.0,3.0,300000.0
Ben Arous,Ben_Arous,villa,À Vendre,500.0,3.0,5.0,750000.0
Ariana,Ariana,Maison,À Vendre,189.0,1.0,4.0,600000.0
Nabeul,Nabeul,Maison,À Vendre,300.0,2.0,4.0,397503.61713558563
Sfax,Sfax,villa,À Vendre,220.0,2.0,5.0,641708.2896189876
Nabeul,Nabeul,Maison,À Vendre,189.0,1.0,4.0,330000.0
Bizerte,Bizerte,Maison,À Vendre,120.0,2.0,4.0,250000.0
Nabeul,Nabeul,villa,À Vendre,402.0,3.0,3.0,850000.0
Nabeul,Nabeul,villa,À Vendre,460.0,3.0,4.0,734624.6778301366
Ben Arous,Ben_Arous,Maison,À Vendre,90.0,1.0,2.0,90000.0
Sousse,Sousse,Appartement,À Vendre,360.0,3.0,5.0,520000.0
Sousse,Sousse,Maison,À Vendre,120.0,1.0,3.0,87000.0
Tunis,Tunis,villa,À Vendre,255.0,4.0,6.0,250000.0
Bizerte,Bizerte,villa,À Vendre,162.0,2.0,4.0,330000.0
Nabeul,Nabeul,villa,À Vendre,324.0,2.0,3.0,1050000.0
Tunis,Tunis,villa,À Vendre,415.0,2.0,3.0,590000.0
Ben Arous,Ben_Arous,villa,À Vendre,494.0,2.0,4.0,611644.3457533652
Nabeul,Nabeul,Maison,À Vendre,143.0,2.0,3.0,359875.22331900016
Ben Arous,Ben_Arous,villa,À Vendre,500.0,2.0,6.0,800000.0
Tunis,Tunis,villa,À Vendre,900.0,2.0,4.0,684120.441857934
Bizerte,Bizerte,Appartement,À Vendre,234.0,2.0,4.0,150000.0
Ben Arous,Ben_Arous,Maison,À Vendre,100.0,1.0,1.0,161679.25409199367
La Manouba,La_Manouba,Maison,À Vendre,189.0,1.0,4.0,330000.0
La Manouba,La_Manouba,villa,À Vendre,340.0,5.0,8.0,724832.4001690305
Sfax,Sfax,villa,À Vendre,800.0,2.0,7.0,717011.2630262554
Médenine,Mdenine,villa,À Vendre,200.0,4.0,3.0,494787.96275699825
Médenine,Mdenine,villa,À Vendre,270.0,2.0,4.0,532264.3251366663
Sfax,Sfax,Maison,À Vendre,189.0,1.0,4.0,100000.0
Ariana,Ariana,Maison,À Vendre,189.0,1.0,3.0,320064.4083350335
Médenine,Mdenine,Maison,À Vendre,189.0,2.0,4.0,195225.444051478
Sousse,Sousse,villa,À Vendre,425.0,2.0,3.0,800000.0
Tunis,Tunis,Appartement,À Vendre,152.0,1.0,3.0,220000.0
Ben Arous,Ben_Arous,villa,À Vendre,273.0,2.0,4.0,580000.0
Sousse,Sousse,Maison,À Vendre,360.0,1.0,2.0,330000.0
Zaghouan,Zaghouan,villa,,402.0,1.0,4.0,539315.8761860606
Nabeul,Nabeul,villa,À Vendre,269.0,2.0,3.0,696921.9177870244
Nabeul,Nabeul,Appartement,À Vendre,95.0,1.0,2.0,245000.0
Nabeul,Nabeul,Maison,À Vendre,220.0,1.0,1.0,280000.0
Nabeul,Nabeul,Maison,À Vendre,189.0,1.0,3.0,260000.0
Sidi Bouzid,Sidi_Bouzid,villa,À Vendre,427.0,1.0,3.0,600000.0
Nabeul,Nabeul,villa,À Vendre,204.0,2.0,3.0,670000.0
Kairouan,Kairouan,Maison,À Vendre,280.0,1.0,3.0,200855.81716503733
La Manouba,La_Manouba,Maison,À Vendre,264.0,1.0,4.0,350000.0
Médenine,Mdenine,villa,À Vendre,350.0,2.0,3.0,494677.08180301683
Tunis,Tunis,villa,À Vendre,580.0,3.0,6.0,759335.6103902005
Sousse,Sousse,villa,À Vendre,250.0,2.0,3.0,320000.0
Sousse,Sousse,villa,À Vendre,350.0,5.0,8.0,950000.0
Sousse,Sousse,villa,À Louer,500.0,1.0,1.0,1100000.0
Nabeul,Nabeul,villa,À Vendre,350.0,3.0,6.0,600000.0
Ben Arous,Ben_Arous,Maison,À Vendre,420.0,2.0,4.0,274606.6800832846
Nabeul,Nabeul,villa,À Vendre,496.0,4.0,6.0,809901.6589021718
Nabeul,Nabeul,villa,À Vendre,345.0,3.0,2.0,659402.4427121733
Nabeul,Nabeul,Maison,À Vendre,150.0,2.0,2.0,322275.3049420834
Ariana,Ariana,Appartement,À Vendre,90.0,1.0,2.0,120000.0
Nabeul,Nabeul,Appartement,À Vendre,100.0,1.0,2.0,240000.0
Nabeul,Nabeul,villa,À Vendre,345.0,3.0,4.0,845000.0
Tunis,Tunis,villa,À Vendre,440.0,3.0,8.0,900000.0
Ariana,Ariana,villa,À Vendre,370.0,4.0,5.0,732528.3084223915
Tunis,Tunis,villa,À Vendre,750.0,5.0,5.0,721900.9193856574
Ariana,Ariana,villa,À Vendre,370.0,3.0,7.0,900000.0
Bizerte,Bizerte,villa,À Vendre,300.0,3.0,4.0,563807.2713566034
Monastir,Monastir,Maison,À Vendre,189.0,1.0,4.0,96050.31859198949
Ariana,Ariana,Appartement,À Vendre,120.0,1.0,4.0,453140.40047981415
Tunis,Tunis,Maison,À Vendre,189.0,1.0,4.0,280000.0
Sousse,Sousse,Maison,À Vendre,175.0,1.0,3.0,346407.423766593
Ben Arous,Ben_Arous,Villa,À Vendre,100.0,2.0,6.0,370000.0
Nabeul,Nabeul,villa,À Vendre,200.0,1.0,2.0,320000.0
Nabeul,Nabeul,villa,À Vendre,278.0,3.0,5.0,772194.210829358
La Manouba,La_Manouba,Appartement,À Vendre,153.0,1.0,3.0,435000.0
Ariana,Ariana,Appartement,À Vendre,185.0,1.0,4.0,460000.0
Ben Arous,Ben_Arous,Maison,À Vendre,126.0,1.0,3.0,125000.0
Ariana,Ariana,Appartement,À Vendre,100.0,1.0,2.0,150000.0
Ben Arous,Ben_Arous,Maison,À Vendre,100.0,1.0,4.0,274482.65546806727
Ariana,Ariana,Maison,À Vendre,350.0,2.0,3.0,320160.8256642305
Nabeul,Nabeul,villa,À Vendre,605.0,5.0,5.0,690000.0
Ben Arous,Ben_Arous,villa,À Vendre,460.0,2.0,4.0,720000.0
Sfax,Sfax,villa,À Vendre,543.0,2.0,4.0,604163.2385526521
Tunis,Tunis,Appartement,À Vendre,200.0,2.0,3.0,480000.0
Ben Arous,Ben_Arous,Maison,À Vendre,485.0,2.0,3.0,280000.0
Ariana,Ariana,villa,À Vendre,270.0,4.0,6.0,570000.0
Ben Arous,Ben_Arous,Maison,À Vendre,370.0,2.0,4.0,379999.0
Ariana,Ariana,villa,À Vendre,640.0,5.0,4.0,695042.5177090999
Nabeul,Nabeul,villa,À Louer,267.0,2.0,2.0,630000.0
Sfax,Sfax,villa,À Vendre,850.0,2.0,4.0,350000.0
